Year,Month,Day,Open,High,Low,Close,Volumn,Return,RSI,CDMA
2018,5,30,16.366,16.562,16.320,16.513,19121,1.00732020,50.00698873,-0.01740497
2018,5,29,16.495,16.520,16.319,16.393,24643,0.99369582,45.70210741,-0.02071704
2018,5,28,16.532,16.533,16.434,16.497,7612,1.00000000,49.10497281,-0.01242491
2018,5,25,16.665,16.729,16.487,16.497,11266,0.98974082,49.10497281,-0.01224951
2018,5,24,16.459,16.694,16.409,16.668,11166,1.01282129,54.90028069,-0.01184745
2018,5,23,16.536,16.606,16.324,16.457,12916,0.99462106,47.84811119,-0.02857287
2018,5,22,16.514,16.680,16.454,16.546,9726,1.00187708,50.96976243,-0.02802134
2018,5,21,16.387,16.524,16.275,16.515,8264,1.00431768,49.91286516,-0.03597162
2018,5,18,16.426,16.472,16.365,16.444,7500,1.00066938,47.50635628,-0.04243949
2018,5,17,16.381,16.504,16.330,16.433,8692,1.00305194,47.14098873,-0.04284845
2018,5,16,16.279,16.427,16.191,16.383,9102,1.00713100,45.54111909,-0.04162717
2018,5,15,16.545,16.577,16.208,16.267,12804,0.98522197,41.74254716,-0.03437199
2018,5,14,16.688,16.755,16.505,16.511,8532,0.99105642,48.32645486,-0.01280087
2018,5,11,16.757,16.834,16.650,16.660,10188,0.99676918,53.07315085,-0.00992572
2018,5,10,16.505,16.772,16.479,16.714,13569,1.01346107,54.88742168,-0.02128252
2018,5,9,16.474,16.624,16.356,16.492,10940,1.00066744,48.11680027,-0.04096655
2018,5,8,16.486,16.537,16.319,16.481,13150,0.99981801,47.75603724,-0.04289101
2018,5,7,16.528,16.574,16.409,16.484,10363,0.99763965,47.84028006,-0.04360345
2018,5,4,16.461,16.544,16.372,16.523,10566,1.00517095,48.88117008,-0.04418401
2018,5,3,16.385,16.591,16.361,16.438,11197,1.00372474,46.52656060,-0.04825324
2018,5,2,16.185,16.531,16.160,16.377,15980,1.01280148,44.83322997,-0.04409065
2018,5,1,16.350,16.365,16.057,16.170,10380,0.99020208,38.71831890,-0.03192544
2018,4,30,16.533,16.566,16.205,16.330,10284,0.98819970,42.06486692,0.00514251
2018,4,27,16.541,16.572,16.447,16.525,9653,1.00006052,46.62560340,0.03608900
2018,4,26,16.585,16.625,16.429,16.524,12906,0.99788635,46.59803234,0.05520849
2018,4,25,16.718,16.770,16.506,16.559,11274,0.98989718,47.39368643,0.07891070
2018,4,24,16.641,16.770,16.561,16.728,10441,1.00480538,51.32286325,0.10445192
2018,4,23,17.143,17.143,16.598,16.648,12219,0.97191897,49.48189309,0.11832522
2018,4,20,17.235,17.261,17.047,17.129,10369,0.99252521,62.72665903,0.14245695
2018,4,19,17.202,17.356,17.102,17.258,18873,1.00348878,67.20657309,0.12221118
2018,4,18,16.804,17.266,16.730,17.198,15253,1.02491061,66.16284288,0.08145804
2018,4,17,16.661,16.822,16.592,16.780,11157,1.00653830,57.38966985,0.03436647
2018,4,16,16.686,16.776,16.559,16.671,10963,1.00084049,54.53535298,0.01632062
2018,4,13,16.495,16.710,16.466,16.657,12025,1.01166110,54.16920085,0.00414835
2018,4,12,16.670,16.710,16.455,16.465,17448,0.98711031,48.93165230,-0.01002277
2018,4,11,16.595,16.881,16.534,16.680,18962,1.00663850,55.53026995,-0.00841541
2018,4,10,16.495,16.654,16.439,16.570,13512,1.00460774,52.48621675,-0.02813233
2018,4,9,16.423,16.567,16.328,16.494,12290,1.00720567,50.30375026,-0.04168910
2018,4,6,16.396,16.518,16.273,16.376,19139,0.99896297,46.77929218,-0.05064790
2018,4,5,16.344,16.426,16.189,16.393,13388,1.00416539,47.22736092,-0.04933133
2018,4,4,16.448,16.536,16.257,16.325,17370,0.99427493,45.28062319,-0.04866428
2018,4,3,16.612,16.638,16.364,16.419,12042,0.98903681,47.53129699,-0.04018141
2018,4,2,16.422,16.694,16.399,16.601,11480,1.01460702,52.19567252,-0.03834062
2018,3,29,16.327,16.388,16.223,16.362,11228,1.00380368,45.69776752,-0.05396434
2018,3,28,16.542,16.586,16.253,16.300,13486,0.98698153,43.85957520,-0.04878640
2018,3,27,16.726,16.809,16.479,16.515,12888,0.98862616,49.22523517,-0.03515512
2018,3,26,16.585,16.791,16.531,16.705,11399,1.00832981,54.71839920,-0.03913621
2018,3,23,16.391,16.673,16.388,16.567,16586,1.01086094,51.03305019,-0.06299373
2018,3,22,16.570,16.619,16.345,16.389,15197,0.98901696,45.74422714,-0.07847742
2018,3,21,16.181,16.656,16.180,16.571,18076,1.02264873,50.97116379,-0.07897511
2018,3,20,16.338,16.370,16.123,16.204,9741,0.99246647,37.62597567,-0.09699253
2018,3,19,16.344,16.379,16.223,16.327,13947,0.99975507,41.10819294,-0.08121124
2018,3,16,16.397,16.514,16.217,16.331,12728,0.99579268,41.22340080,-0.07241095
2018,3,15,16.537,16.595,16.380,16.400,10377,0.99111621,43.16093316,-0.06053260
2018,3,14,16.613,16.678,16.517,16.547,11143,0.99722775,47.58541672,-0.05151649
2018,3,13,16.533,16.673,16.458,16.593,14769,1.00235593,49.04636346,-0.05422660
2018,3,12,16.616,16.631,16.437,16.554,9746,0.99722892,47.78429252,-0.06158056
